1602,hero,,fish,fish,,
1603,hero,,"grow, shoot up",,,
1604,hero-hero,,net fish trap,,,
1605,hetang,,devil,,,
1606,hetongo,ha,"say, name",,,
1607,hewa,o,"wages, rent",,,
1608,hewana,ha,strip *bark,,,
1609,hewana,i,"wide open, gape",,,
1610,hewana,ha,"to *open, to *separate",,,
1611,hewelanga,,shut with a swivel,,,
1612,hi-,vpf,"causative verbal prefix, valence-increasing",,,
1613,hiado,part,"till, untill",,,
1614,hiado-adono,,"long, many years",,,
1615,hiadono,,"till, until",,,
1616,hiadono,part,"reach, attain",,,
1617,hiaga,,crest of white *parrot,,,
1618,hiaha,,"impose, insist",,,
1619,hiaha,,old tuber,,,
1620,hia-hia,,shout for joy,,,
1621,hia-hia,,water *scoop,,,
1622,hiahu,,earth fruit,plant,,
1623,hiahumu,,"repair, mend",,,
1624,hiahutuhu,,k o wild *plant,plant,,
1625,hiake,,lean,,,
1626,hiamuru,,ceremony,,,
1627,hiangi,,underlayer,,,
1628,hiangkali,,decieve,,,
1629,hiani,,young deer horns,,,
1630,hiapoto,ma,"quick, fast",,,
1631,hiara,,hang down,,,
1632,hiarene,,threaten,,,
1633,hiata,,draw out,,,
1634,hiba,,small green *parrot,animal,,
1635,hibaaeri,,floating,,,
1636,hibahuku,,make an *axe,,,
1637,hibaiti,,bury,,,
1638,hibaja,,flatter,,,
1639,hibaju,,jacket,,,
1640,hibajuli,,gamble away,,,
1641,hibakau,,pay,,,
1642,hibakau,,pay,,,
1643,hibaki-bakiti,,"wrestling, rolling",,,
1644,hibaki-bakiti,,"wrestling, rolling",,,
1645,hibaku-baku,,pitch,,,
1646,hibaku-baku,,pitch,,,
1647,hibalyanguku,,get in the *dark,,,
1648,hibalyanguku,,get in the *dark,,,
1649,hibanga,,bury,,,
1650,hibanga,,bury,,,
1651,hibangu,,pay,,,
1652,hibangu,,pay,,,
1653,hibarakati,,blessing,,,
1654,hibarakati,,blessing,,,
1655,hibarene,,load,,,
1656,hibarene,,load,,,
1657,hibarihi,,make fly,,,
1658,hibarihi,,make fly,,,
1659,hibata,,jump up,,,
1660,hibata,,jump up,,,
1661,hibatingi,,make *boundary,,,
1662,hibatingi,,make *boundary,,,
1663,hibatongo,ho ma,rest,,,
1664,hibatongo,ho,"wait, stay",,,
1665,hibatongo,ho ma,rest,,,
1666,hibatongo,ho,"wait, stay",,,
1667,hibau,,repair,,,
1668,hibau,,repair,,,
1669,hibehehongo,,give command,,,
1670,hibehehongo,,give command,,,
1671,hibelaono,,take provisions,,,
1672,hibelaono,,take provisions,,,
1673,hibelelaka,,make thin,,,
1674,hibelelaka,,make thin,,,
1675,hibeloho,,put in stake,,,
1676,hibeloho,,put in stake,,,
1677,hibeneto,,work o neself through,,,
1678,hibeneto,,work o neself through,,,
1679,hibilipere,,shake off,,,
1680,hibilipere,,shake off,,,
1681,hibilono,,dry coconut leaves,,,
1682,hibilono,,dry coconut leaves,,,
1683,hibitara,,talk it over,,,
1684,hibitara,,talk it over,,,
1685,hibiti,,cup,,,
1686,hibiti,,cup,,,
1687,hibito,,cut thru,,,
1688,hibito,,cut thru,,,
1689,hiboa,,"get, fetch",,,
1690,hiboa,,"get, fetch",,,
1691,hiboaka,,cry out,,,
1692,hiboaka,,cry out,,,
1693,hibobeto,,swear,,,
1694,hibobita,,impose a command,,,
1695,hibohono,,love,,,
1696,hibohoro,,give in anger,,,
1697,hibooteke,,split in,,,
1698,hiboto,,prepare,,,
1699,hibuhukuku,,give *birth,,,
1700,hibula,,"divide, portion",,,
1701,hibunyafo,,decieve,,,
1702,hiburu,,tree,,,
1703,hibututu,,pin up,,,
1704,hida,,look,,,
1705,hida,,small roof patch,,,
1706,hidaaere,,blame,,,
1707,hidabawa,,"disparage, disdain, despise",,,
1708,hidabi,,consider,,,
1709,hidadi,,create,,,
1710,hidagali,,go to do,,,
1711,hidaharongo,,sticklefish,,,
1712,hidahe,,scout,,,
1713,hidahe-dahe,,spies,,,
1714,hidailako,,keep track o f,,,
1715,hidaloko,,wind,,,
1716,hidana,,tame,,,
1717,hidanga,,"strait, narrows, passage",,,
1718,hidangi,,set down on a tree,,,
1719,hide,ma,bamboo sprouts,food,,
1720,hidete,o,sail,,,
1721,hidete,ho,"to *sail, navigate",nautical,ohidete manora,upper *boom
1722,hidimoaka,,deny,,,
1723,hiduru,,steer,,,
1724,higaga,,mock,,,
1725,higojo,,slander,,,
1726,hiha,,loin cloth,,,
1727,hihanga,,lost,,,
1728,hihi,,"hot, prickly, stinging",,,
1729,hihika,,"thorn, towel, handkerchief",,,
1730,hihipouku,,house lizard,,,
1731,hihiri,o,mosquito,animal,,
1732,hihoi,,enchantment,,,
1733,hihu,,mend,,,
1734,hika,,"wipe, dry",,,
1735,hikagoro,ho ma,decide,,,
1736,hikerufu,,screw,,,
1737,hila,,sailfish,,,
1738,hilidoro,o,k o *bird,animal,,
1739,hilo,,resin,,,
1740,hiloana,,garfish,,,
1741,hilo-hiloto,,horseradish,,,
1742,hinga,,lion,,,
1743,hinianga,,k o *wood,,,
1744,hininga,o,"understanding, thought, mind, heart",,,
1745,hininga,ho,to be *fond of,,,
1746,hinoto,NUM,two,,,
1747,hiode,o,"meat, side dish",,,
1748,hio-hio,,old,,,
1749,hioriki,ha,"understand, know",,,
1750,hioru,ho ma,paddle,nauticalical,,
1751,hira,ma,in the *beginning,,,
1752,hira,ho,to be the *first,,ngona nohihira,you go before me
1753,hiranga,nanga,opposite-sex *sibling,kin,,
1754,hiri,i na,to be *sick,,,
1755,hiri,ma,pain,,,
1756,hiri,nanga,difficult,body part,ahihiri,difficult for me
1757,hitakono,o,log,,,
1758,hitikano,o,,,,
1759,hiwala,o,k o banana,food,,
1760,hiwili,o,decoration on rim of habongo,weaving,,
1761,hiwo,NUM,nine,num,,
1762,hiwu,o,k o fish net,fishing,,
1763,hlubota,,shrub,,,
1764,ho,part,"rest, remainder",,,
1765,ho,part,thus,,,
1766,ho-,PRO,"1i, we",,,
1767,ho-,PRO,1inc,,,
1768,hoaha,,whistle,,,
1769,hoana,ma,tribal *village,,,
1770,hobata,EXC,sir,,,
1771,hobolo,,mumps,,,
1772,hobu,ho,beg,,,
1773,hofoko,,carry fruit,,,
1774,hogo,,pubic hair,body part,,
1775,hogoli,o,bamboo *knife,,,
1776,hogoto,,steps in coconut tree,,,
1777,hohakai,,kitchen,,,
1778,hohe,,"open, expand",,,
1779,hoho,i,fly,,,
1780,hohoba,o,trident,,,
1781,hohoba,ho,stab with a trident,fishing,,
1782,hohobo,o,stone *jar,,,
1783,hohoko,ma,"fruit, flower",,,
1784,hohoko,plant,,,,
1785,hohomo,,ghost,,,
1786,hohongo,o,"shadow (of things, not people)",,,
1787,hohongo,ho ma,take shelter (under s t),,,
1788,hohoru,,west,,,
1789,hoinapana,,gun,,,
1790,hoinapana,o,gun,hunting,,
1791,hoka,ha,wash (clothes),,,
1792,hoka,ma,leaf,plant,,
1793,hoka,part,"as, like",,,
1794,hokana,i,fly out (of a tool from a handle),,,
1795,hokiki,o,k o *spear (without a barb),hunting,,
1796,hokoganga,part,like that,,,
1797,hokona,part,like this,,,
1798,hokoto,o,fist,body part,,
1799,hokumu,ha,"pour out, decant",,,
1800,holano,,"beginning, origin",,,
1801,holete,ho,enter,,,
1802,holoa,ho,to give a small *gift,,,
1803,holoi,i,more,,,
1804,holya,o,war *dance,,,
1805,holya,ho,to *dance the cakalele,,,
1806,homa,,stutter,,,
1807,homoa,,"other, different, strange",,,
1808,homomara,,k o *tree,,,
1809,homooko,,k o *hardwood,,,
1810,homu,,troubled,,,
1811,honanga,,something,,,
1812,honenge,ha,die,,,
1813,hongana,o,"jungle, forest",,ohongana manyawa,Tugutil
1814,hongara,,roast,,,
1815,hono,,basin,,,
1816,hononga,ma,"half, part",,,
1817,honotoko,,chisel,,,
1818,hopa,,hem,,,
1819,hopaya,,that,,,
1820,hopi,,"swear, curse",,,
1821,hopopo,,fine,,,
1822,hora,,"transport by canoe, contagious, chaff",,,
1823,horemati,,show respect,,,
1824,horene,,crow,,,
1825,hori,,lead,,,
1826,horogono,,neck hair of pig,,,
1827,horowai,,wild parsley,,,
1828,horowiri,,behavior,,,
1829,horu,,harden,,,
1830,hotumu,,exhausted,,,
1831,hou,ma,remainder,,,
1832,houramo,o,"mist, fog",,,
1833,houru,,medicine,,,
1834,howi,,measles,,,
1835,howono,,transgress,,,
1836,huba,,bride price,,,
1837,hubini,,musty,,,
1838,hude,o,plate,,,
1839,hudu,ho,whisper,,,
1840,huha,ha,"to be *difficult, poverty, need",,,
1841,huhu,ma,breast,body part,o huhu ma akere,nipple
1842,huhu,ha,to *nurse (a child),,,
1843,huhu,ho,to *suck (the breast),,,
1844,huhugara,,shovel,,,
1845,huhukuno,o,termite(?),insect,,
1846,huhupi,,blowpipe,hunting,,
1847,huhuru,,wild,,,
1848,hukara,,death *feast,,,
1849,huku,,magpie,,,
1850,huku,,knot,,,
1851,hukunu,ha,sell,,,
1852,hulahi,o,k o herb,plant,,
1853,huloko,ha,order,,,
1854,huludi,,pinch s t,,,
1855,hululunu,,round,,,
1856,humu,o,well,,,
1857,humungu,,"nag, whine",,,
1858,hungi,,new,,,
1859,huo,o,heart,body part,,
1860,hupi,,shoot with blowpipe,,,
1861,hupu,ho,"go out, come out",,,
1862,hurabi,,porch,,,
1863,hurata,,letter,,,
1864,huri,,fruit blossom,,,
1865,hurono,,nostrils,,,
1866,huru,,k o *fish,,,
1867,hurutu,,fish poison,,,
1868,hutu,ma,"night, dark",,,
1869,hutuani,,moment,,,
1870,hutulu,i,a *little,,,
1871,huwa,,roar of flame,,,
1872,huwiha,,trumpet,,,
1873,huyu,,smoke,,,
1874,ia,,yes,,,
1875,iafa,o,porpoise,animal,,
1876,iaha,,,,,
1877,iata,NUM,four,num,,
1878,ibelihi,,evil spirit,,,
1879,idahi,o,k o small bird,animal,,
1880,ido,o,mackerel,fish,,
1881,ido,o,mongoose,animal,,
1882,idowau,,sayur liling,,,
1883,idu,,lie down,,,
1884,idulu,i,turn over,,aningoere iidulino,your sarong is on inside-out
1885,-ie,DIR,upward,dir,,
1886,iete,ho ma,laugh,,,
1887,igini,,fish trap,,,
1888,igo,ho,"love, like",,,
1889,igo-igoro,,"coast, sail close to shore",nautical,,
1890,igono,o,coconut,food,oigono mautu,coconut palm
1891,igutu,,nest,,,
1892,iha,,"hedge, fence",,,
1893,-iha,DIR,landward,dir,,
1894,ihanga,ma,gunnel,nautical,,
1895,ihara,,chicken scratching,,,
1896,ihene,ho,hear,,,
1897,ihihi,o,urine,,,
1898,ihoro,ho,"wash dishes, scour, grind, clean",,,
1899,ihumu,,trembling,,,
1900,ija,ho ma,buy,,,
1901,ijo,ma,green,,,
1902,-ika,DIR,"allative directional suffix, ""away""",dir,,
1903,ika,ha,go away,,,
1904,ilingi,o,voice,,,
1905,ilyaka,,marry,,,
1906,imu,o,k o spirit,magic,,
1907,ingiri,nanga,tooth,body part,,
1908,initara,,light,,,
1909,inomo,o,food,,,
1910,inongo,,"here, now",,,
1911,ipiti,,"pinch, squeeze",,,
1912,iriki,ha,"choose, select",,ka ngona mairiki,it's up to you
1913,iruhu,,skim,,,
1914,iti,,only,,,
1915,iunu,,"hide, conceal",,,
1916,iwa,ha,not present (for people),,,
1917,iwi,,rattan,,,
1918,ja,o,casting *net,fishing,,
1919,jabibi,,blister,,,
1920,jabu-jabu,,sago gutter,,,
1921,jaga,,(branch of tree),,,
1922,jai-jai,,hasty,,,
1923,jajawa,,coconut water seperated from milk,,,
1924,jaji,o,"resemblance, promise, agreement",,,
1925,jako,,"bearing, appearance, stature",,,
1926,jako-jaka,,net landing,,,
1927,jamani,,"face, countenance",,,
1928,jame,,"taste, sample",,,
1929,jamu,o,"bell, clock",time,,
1930,janga,,"shine, glitter",,,
1931,janga,,beams,,,
1932,janga-janga,,brilliant,,,
1933,jangela,o,window,,,
1934,jarita,,story,,,
1935,jaru,,aunt,,,
1936,jati,,wood,,,
1937,jela-jela,,grass,plant,,
1938,jere,,"grave, cemetary",,,
1939,jijibobo,,spoon,,,
1940,jijiga,,orange,,,
1941,jiko,,"bay, bight, creek",,,
1942,jobiri,,ancestor,,,
1943,jobo,,"go, depart",,,
1944,jobubo,,"source, also",,,
1945,jojo,,paternal *uncle,,,
1946,jojo,,"handrail, hold fast",,,
1947,jojongo,,pearl,,,
1948,jojopu,,syringe,,,
1949,joko-joko,,bamboo *bench,,,
1950,jongutu,,mat,,,
1951,jopu,,squirt,,,
1952,joro,,fallow garden,,,
1953,joro-joro,,"garden, singing game",,,
1954,jou,,gentleman,,,
1955,juangana,,large *canoe,,,
1956,jubale,,splice rope,,,
1957,jumu,,calk,,,
1958,ka,,only,,,
1959,kabelanga,,cocnut shell,,,
1960,kabi,o,goat,,,
1961,kaboto,,schooling *fish,,,
1962,kabutu,o,puffer *fish,fish,,
1963,kadu,o,sack,,,
1964,kadu-kadunu,,"sleepykaeli, diligent",,,
1965,kadunu,,bend forward,,,
1966,kafo,,dust,,,
1967,kafo-kafo,,k o *mussel,,,
1968,kagunga,,large *canoe,,,
1969,kaha,,"country, region",,,
1970,kahawari,,cassowary,,,
1971,kahina,,mirror,,,
1972,kahitela,o,corn,food,ohahitela matonaka,sweet potato
1973,kaho,o,dog,animal,,
1974,kahoho,o,grasshopper,animal,,
1975,kahuruono,INTEROG,when (in the future),,,
1976,kai,ma,"skin, hide, bark",body part,,
1977,kailaka,o,k o *liana,,,
1978,kailupa,,kapok,,,
1979,kaingo,o,k o sea *snake,,,
1980,kaja,,palm *mat,,,
1981,kaka,,coral,,,
1982,kakadono,,joint,,,
1983,kakaluepata,o,oar,nautical,,
1984,kakatama,ma,tongs,tool,,
1985,kakatama,o,scorpion,,,
1986,kakihi,,slit,,,
1987,kakoto,nanga,eyelash,body part,,
1988,kakuba,o,a k o banana tree,,,
1989,kalero,,lime oven,,,
1990,kalubaharu,,black *coral(?),fish,,
1991,kalulu,,k o canoe,nautical,,
1992,kalupapa,,ear drum,body part,,
1993,kalyidu,,"lust, desire",,,
1994,kamo-kamoro,,clouds,,,
1995,kane-kane,,tree *ant,,,
1996,kangano,part,earlier,,,
1997,kangela,,"burden, trouble, anxiety",,,
1998,kapa,,"cotton, ship",,,
1999,kapeta,,kick with foot,,,
2000,kapu,,stain,,,
2001,karahi,,"rat, mouse",,,
2002,karana,,"respect, misfortune(Ternate)",,,
2003,kari,,decide arbitrarily,,,
2004,karianga,o,"iguana, lizard",animal,,
2005,karo,o,coral,nautical,,
2006,kateko,o,pandanus *mat,,,
2007,katu,o,roof,,,
2008,kawahi,o,wild *banana,plant,,
2009,kaweli,,throw,,,
2010,kawihi,,kite,,,
2011,kekere,,rasp,,,
2012,kelaki,,complaint,,,
2013,kele,,bamboo water *cask,,,
2014,kelehoro,ho,follow the *mountainside,,,
2015,kelenga,ho,"place, lay",,,
2016,keoko,ho,to be *cowardly,,,
2017,keoko,nanga,cowardice,,,
2018,kera,,massage,,,
2019,kerewoto,ha,"separate, we were separated",,,
2020,keteko,o,sago bread,,opeda oketeko,cooked *sago
2021,kia,Q,,,,
2022,kiai,,Chinese,,,
2023,kiani,part,must,,,
2024,kiarono,o,k o *basket,,,
2025,kiawa,o,taro,food,,
2026,kibiri,,"spit, saliva",,,
2027,kiditoko,,the very *last,,,
2028,kie,o,mountain,,,
2029,kiguru,,sago drain,,,
2030,kikihini,nanga,sideburns,body part,,
2031,kikisi,o,batten,weaving,,
2032,kilehoro,,sprain,,,
2033,kilianga,ha,"break o ff, demolish",,,
2034,kilioro,,turn,,,
2035,kiloana,o,bamboo water *cask,,,
2036,kilotini,,"drift wood, dead wood",,,
2037,kinitara,i,to be *light,time,,
2038,kioko,i na,to be *sleepy,,,
2039,kiria,,"frequent, many",,,
2040,kiwuku,,pull out s t,,,
2041,ko,,"embrace, hug",,,
2042,koaha,,better,,,
2043,koali,part,no,,,
2044,koano,,"sultan, k o gum tree",,,
2045,kobara,,leaf of areca *palm,,,
2046,kobo,o,manatee,animal,,
2047,kobongo,,bone,body part,,
2048,koboto,o,oath,,,
2049,kobowo,o,water *buffalo,animal,,
2050,kobu,,pick up,,,
2051,koca-koca,o,boring *insect,animal,,
2052,kofin,,fez,,,
2053,kofo,,drag *net,,,
2054,koha,,harsh,,,
2055,kohe,o,year *bird,,,
2056,kohuta,o,k o *banana,food,,
2057,koiwa,part,not present (for non-humans),,,
2058,kokaleda,o,k o *frog,animal,,
2059,kokarai,o,quiet the wind,magic,,
2060,koko,o,k o *gourd,food,,
2061,kokoa,,sleeping *mat,,,
2062,kokoho,,night *owl,animal,,
2063,kokokoho,,warp,,,
2064,kokono,,egg *basket,,,
2065,kokoreehe,o,cricket,animal,,
2066,kokotu,,black,color,,
2067,kolo,,embrace,,,
2068,kololo,,embrace,,,
2069,kolotau,,mattress,,,
2070,kolubati,,worms,,,
2071,kolyoba,,"fisheagle, Madole",,,
2072,komene,o,k o *tree,plant,,
2073,komo-komo,o,sago *porridge,food,,
2074,kongo,,tears,,,
2075,kookoro,,"bent, crooked",,,
2076,kope,,turn away,,,
2077,kopi,o,coffee,,,
2078,kore,o,wind,,,
2079,korema,o,date *palm,plant,,
2080,kori,,"scrape, grate",,,
2081,kori-kori,o,tree *frog,animal,,
2082,koroana,,lose a child,,,
2083,korona,i,middle,time,,
2084,koru,o,"lobster, crab",animal,,
2085,koruku,,morning *star,nautical,,
2086,kota,,fortress,,,
2087,kotibi,,busy,,,
2088,koti-koti,,"dress, skirt",clothing,,
2089,kotiri,,"stiff, starched",,,
2090,kouno,o,k o *fish,fish,,
2091,kuama,o,spear (general term),hunting,,
2092,kubu-kubo,o,,fish,,
2093,kucawolo,o,k o forest *bird,animal,,
2094,kucubu,o,thorn apple,plant,,
2095,kuda,,"trestle, support",,,
2096,kuda-kuda,,weed tool,,,
2097,kudofo,ma,aren palm leaf sheath,plant,,
2098,kudoti,,war,,,
2099,kuho,o,k o *marsupial,?,,
2100,kukihi,ma,banana flower,plant,,
2101,kule,,evil *spirit,magic,,
2102,kumati,,"splendor, shine",,,
2103,kumuruku,i,"lopsided, roll (of a boat)",nautical,,
2104,kupa,o,ketupat,food,,
2105,kupe,,eye of a *needle,house,,
2106,kuranga,part,less (than),,,
2107,kurati,ma,yellow,color,,
2108,kuru,,"charcoal, soot",,,
2109,kuru-kuru,,"hen, chicken",animal,,
2110,kururihi,,"snore, moan",,,
2111,kururu,ha,scrape (shave the roughness off pandanus),,,
2112,kurutu,i,"long, far",,,
2113,kurutu,ma,length,,,
2114,kutu,o,k o *snail,animal,,
2115,labara,o,wild *cat,animal,,
2116,labu,o,k o *watermelon,plant,,
2117,lada,o,pepper,food,,
2118,lage,ho,lift up s t,,,
2119,lai,,float on wings,,,
2120,laia,,dish,,,
2121,laikodu,o,k o *jellyfish,fish,,
2122,lainkapu,,k o *milkweed,plant,,
2123,lako,nanga,eye,body part,o akere ma lako,headwaters
2124,laku,,"strongest, victorious",,,
2125,lalata,o,bamboo egg *basket,,,
2126,langi,,rollers,,,
2127,lapuru,,lamp,,,
2128,lara,,cell,,,
2129,lata,,scorch,,,
2130,lawe,,thread,house,,
2131,leanga,o,makeral,fish,,
2132,lebi,,sheets of a sail,nautical,,
2133,lebo-leboto,,stagger,,,
2134,ledo,o,"albino, Caucasian",,,
2135,lefo,,write,,,
2136,lega,ho,go *see s t,,,
2137,legono,,catch,,,
2138,leha,ho,ask,,,
2139,lehi,o,sleeping *mat,,,
2140,leleanga,,kite,,,
2141,lelero,i,sunset,time,,
2142,leletongo,o,lightning,,,
2143,leliama,,fish *sauce,food,,
2144,leoto,,anchor,nautical,,
2145,lepa,,"puddle, pool, marsh, deep *bay",,,
2146,leri,,"stand on one side, slant",,,
2147,letongo,,"shine, glitter",,,
2148,lewaha,,mixed,,,
2149,lewanga,,coconut eaten by birds,,,
2150,lewangka,,handcuff,,,
2151,liamo,,weed,,,
2152,liara,,"drag, pull",,,
2153,liaro,,mast,nautical,,
2154,liate,,pole,,,
2155,libiri,,emigrate,,,
2156,libuku,,corner,,,
2157,ligihi,,rope,,,
2158,liha,o,k o *tree,plant,,
2159,lihanga,o,"gong, metal *bowl",,,
2160,lihunu,o,garden *house,,,
2161,lihunu,,stalk,,,
2162,liko,ha,"snare, tie.up",,,
2163,liliko,ma,snare,,,
2164,liliri,o,tool for making strips for basketry,weaving,,
2165,limoro,ho,hunt,hunting,,
2166,linga-linga,,go by land,,,
2167,lingiri,ha,"look for, inquire",,ahililingiri odaluku,I make money by selling palm wine
2168,lio,ho,"turn back, return",,,
2169,liporete,ho ma,sit back to back,,,
2170,lita,o,iron nail,house,,
2171,litoraka,,rafter,house,,
2172,liweweru,o,pohon casuarus,plant,,
2173,loa,,yard,,,
2174,lobe,o,torch,,,
2175,lobi,o,cloud,nautical,,
2176,lobi-lobi,o,dark *clouds,,,
2177,lola,,reconcile,,,
2178,loleba,o,"warp, weft",weaving,,
2179,loleoto,,anchorage,,,
2180,lolioanga,o,k o *ant,animal,,
2181,loliti,,turn s t,,,
2182,loloha,o,yard,,,
2183,lololo,o,shell,animal,,
2184,lolongutu,,red *grasshopper,,,
2185,lolou,,writing tool,,,
2186,lori,,k o *duck,bird,,
2187,loro,,glass,,,
2188,lotengi,,"ceiling, attic",,,
2189,loti,,one unpaired,,,
2190,loto-lotono,,notched,,,
2191,lotono,,make *notches,,,
2192,lou,,sketch,,,
2193,louhu,,smooth,,,
2194,louku,,smoldering,,,
2195,lowo,,worn off,,,
2196,lowo,,low *ground,,,
2197,luga,,k o *pigeon,,,
2198,lugo,,pronunciation,,,
2199,lugu,,paralysed,,,
2200,luhungu,,"cover up, cover",,,
2201,luhungu,,stamping block,,,
2202,luiti,,cut,,,
2203,luiti,,stroke,,,
2204,lukama,o,langsat,food,,
2205,luku,ma,deep,,,
2206,lukuku,,surface,,,
2207,lulu,,"roll, roll up, tumble",,,
2208,luluiti,,bow,,,
2209,lulule,o,butterfly,animal,,
2210,lulumiti,,moss,plant,,
2211,lungunu,o,"grave, casket",,,
2212,lupanga,o,sinkhole,,ongairi moi ilupanguku,a stream that flows into a sinkhole
2213,luri,o,red *parrot,animal,,
2214,lurutu,,stand close together,,,
2215,luti,,smallpox,,,
2216,lutu,,sink,,,
2217,lyabo,,sharp,,,
2218,lyahini,,drive away,,,
2219,lyahini,ho,drift away,,,
2220,lyahini,ho ma,drift (in a boat without paddling),,,
2221,lyahiri,,swallow,,,
2222,lyaho,,calf,,,
2223,lyahongo,,gill,,,
2224,lyamiri,,"spoiled, sour",,,
2225,lyaru,,comfort a child,,,
2226,lyau,,howl,,,
2227,lyauhu,,smear *grease,,,
2228,lyaunu,o,fish,fish,,
2229,lye,ha,"get, take",,,
2230,lyeha,ma,keel,,,
2231,lyeha,ma,"mainland, in particular the large island of Halmahera",,,
2232,lyia,ho,hunt with dogs,hunting,,
2233,lyikutu,,"tie, bind",,,
2234,lyoboho,,swell,,,
2235,lyohihi,ho ma,urinate,,,
2236,lyoho,,smoke,,,
2237,lyokini,,pour out dry goods,,,
2238,lyoko,o,"shit, excrement",,,
2239,lyolyokutu,o,refuse *scoop,household,,
2240,lyoku,o,mountain,,,
2241,lyokuku,,opening,,,
2242,lyou,nanga,"leg, foot",body part,,
2243,ma,NCL,genetive noun marker,,,
2244,ma-,RFLX,reflexive verbal prefix,,,
2245,maata,ma,"cold, cool, fresh",,,
2246,madango,,"as, so much *as, by *resemblence",,,
2247,mahau,ho ma,wash (one's) face,,,
2248,mahirama,,completely *covered,,,
2249,mai,,"fade, wilt, whither",,,
2250,mai,,harpoon shaft,tool,,
2251,maihi,,fortune telling,,,
2252,maijanga,o,deer,animal,,
2253,maiki,,open,,,
2254,makahe,o,k o *fish,fish,,
2255,makamahingi,,threaten,,,
2256,make,ha,"find, obtain, receive, aquire, discover",,,
2257,makokuduku,,cover the head,,,
2258,makoro,o,"male pig, male.pig",animal,,
2259,mali,,bitter,,,
2260,malige,,palace,,,
2261,maling,,"guide, pilot",people,,
2262,malya,,"permit, allow, leave behind",,,
2263,malyeke,,ashamed,,,
2264,mamata,,belly,,,
2265,mamene,o,brain,body part,,
2266,mami,ha,rinse s t,,,
2267,mami,ho ma,rinse (oneself),,,
2268,manarama,,work,,,
2269,mandarahi,,casava,,,
2270,mane,,court s o,,,
2271,mane-mane,,beads,,,
2272,manga,o,mango,food,,
2273,mangale,part,because,,,
2274,manoko,o,bat,animal,,
2275,mao,,"feel, feelings",,,
2276,maoko,ho,stand up,,,
2277,maraha,,"vapor, mist, haze",,,
2278,marai,part,"roughly, must",,,
2279,marangi,,opposite,,,
2280,maratana,,flower,,,
2281,mari,,stone,,,
2282,maruhu,,feast,,,
2283,mata,,end,,,
2284,matana,,tiger,,,
2285,matera,,deliver *magic formula,,,
2286,matiga,,butter,,,
2287,matoko,,show,,,
2288,mayoro,o,,plant,,
2289,mede,,"indeed, yet",,,
2290,mede,o,"moon, month",time,,
2291,mediringi,part,day after tomorrow,time,,
2292,mehanga,,sponge,,,
2293,mehehe,o,goat,animal,,
2294,meki,,"magician, shaman",,,
2295,meki,,amulet,,,
2296,mela,ma,rotten *smell,,o kiarono ma mela,smelly basket
2297,meleu,,wild *chicken,,,
2298,melumu,,k o sea *polyp,,,
2299,memele,,bamboo *knife,,,
2300,meo,,cat,,,
2301,meta,,"aim, take *aim",,,
2302,mi-,PRO,1exc,,,
2303,mia,o,monkey,animal,,
2304,mibihi,ma,black,color,,
2305,midila,,bring *fire together,,,
2306,midiringi,part,day after tomorrow,time,,
2307,mikini,,k o *banana,,,
2308,mimiri,o,millipede,animal,,
2309,mirimi,,gall bladder,,,
2310,moana,,yawn,,,
2311,moayu,,Malay,,,
2312,modeke,,consent,,,
2313,mode-modeko,,fill completely,,,
2314,modoi,o,"snare, trap",hunting,oode yadoko mamodoi ipitata,the pig stepped on the snare and it sprung
2315,modongo,ho,afraid,,,
2316,modongo,ha,timid,,,
2317,moduku,,"brooding, certain",,,
2318,modukua,adv,perhaps,,,
2319,moha,o,"cotton, linen",,,
2320,moholehe,o,young *woman,people,,
2321,moho-mohoino,,dawn,,,
2322,moi,num,one,,,
2323,moi-moi,adv,all,,,
2324,moku,ho,carry on shoulder,,,
2325,moku-moku,o,waves,nautical,,
2326,moku-mokulu,,granular,,,
2327,mokuru,o,areca palm,,,
2328,mokuru,ho,chew *areca,,,
2329,mokuru,ma,betel,food,,
2330,mologotu,o,ebony,plant,,
2331,moluo,,bore,,,
2332,molyoka,,"married woman, daughter in law",,,
2333,momame,,cookies,,,
2334,momo,o,grass,plant,,
2335,monaoko,NUM,twenty,NUM,,
2336,mongo,o,fathom,,,
2337,mongolyo,o,kind of fern (used to tie rim on habongo),plant,,
2338,mongoro,,"faint, unconscious",,,
2339,morene,,"rejoice, be *pleased",,,
2340,moributanga,NUM,sixty,,,
2341,morihiwo,NUM,ninety,,,
2342,moritoa,NUM,fifty,,,
2343,morituange,NUM,eighty,,,
2344,moritumidi,,seventy,,,
2345,moroini,,tame,,,
2346,moromu,,"match, fuse",,,
2347,moruange,NUM,thirty,,,
2348,moruata,NUM,forty,,,
2349,moruono,part,how many,,yamoruono,several
2350,moteke,ha,"follow, go after",,,
2351,motoa,NUM,five,,,
2352,motumu,i,lie face down,,,
2353,mou,ho,to be *deaf and dumb,,,
2354,mou,i,to be *silent,,,
2355,muhu,,destroy,,,
2356,muhuku,,"irresponsible, airhead, epilectic fit",,,
2357,muhungu,,season,,,
2358,muhutika,,pearl,,,
2359,mui,,pit,,,
2360,mulaha,,neap *tide,,,
2361,mumo,,tread on,,,
2362,mumuru,o,sea urchin,animal,,
2363,muna,PRO,"3f, she",,,
2364,muruakaka,,phlegm,,,
