945,fongana,,woods,
946,fufu,,blow,
947,fufuta,,tangled,
948,fukunu,,sell,
949,fuluiti,o,flute,
950,fuma,,"stupid, foolish",
951,fuo,,heart,
952,furu,,gland,
953,futa,,tangled,
954,futu,,night,
955,futurungu,,strength,
956,gaacomo,,coarse,
957,gaafufu,ma,bird armpit,body part
958,gaagoumo,,"lump, clod",
959,gaahu,,vegetable,
960,gaauta,,ankle bands,
961,gaawiti,o,k o spear (with a barbed point),hunting
962,gabi,o,jasmine,plant
963,gadaku,,on top of,
964,gadina,,there landwards,
965,gadingi,,"wooden knee, strut",
966,gagahu,,"yield, harvest",
967,gagakauna,,make fun of,
968,gagaku,,torch,
969,gagali,,wash off blood ceremony,
970,gagao,,"care, nurse",
971,gagara,,rib,
972,gagau,,"tool, work, labor",
973,gagawang,,"bewildered, desperate",
974,gagawi,,swallow,
975,gahata,,bamboo sheath,
976,gahauku,,"sweat, perspiration",
977,gahe,,time,
978,gahea,,bamboo frame to smoke herring,
979,gahi,o,"sea, seawater",nautical
980,gahoko,,"ask, request",
981,gahuhu,ma,wing,body part
982,gahumu,,"solid, not damaged",
983,gaibiti,o,hummingbird,birds
984,gai-hahaluta,,"jump on one leg, hopscotch",
985,gaili,,maggots,
986,gakaka,,palate of mouth,body part
987,gakana,o,knife,
988,gakunu,,"rich, influential, distinguished",
989,gala-gala,,"putty, grease",
990,galala,,noise,
991,galaufea,,bamboo frame to smoke herring,
992,gale,,"coil, ring",
993,galeri,,look askance,
994,gali,,repeat,
995,galiaha,,spice plant,
996,galigouno,,festering wound,
997,galipi,,"right, common law",
998,galu,,"follower, diciple, imitator",
999,galuga,,k o plant with red beans,
1000,galula,,a skin disease,
1001,galyoko,,"bark skirt, sarong",
1002,galyoko,,large tree,
1003,gamamu,,"gloomy, cloudy",
1004,gane,,fine rice,
1005,gani,,"intoxicated, sick",
1006,gani,o,lice,animal
1007,gani-gani,,intoxicating,
1008,ganu,,mix,
1009,gaoto,,bitten off piece,
1010,garade,,"cut out, carved",
1011,gara-gara,,"whim, caprice",
1012,garago,,"rejoice, joyful",
1013,garaha,,rustling,
1014,garanga,,"rattling, ringing",
1015,garara,nanga,"finger, index finger, little finger, thumb",body part
1016,gararama,,plant louse,
1017,garau,,nibble,
1018,garaugaji,,saw,
1019,gare,,barb,
1020,gare-garehe,ma,white,color
1021,gareufo,,fork,
1022,gareugaliti,,bottle,
1023,gareu-gareuhe,,white,
1024,gari,,"cry, weep",
1025,gari-garihi,,matches,
1026,garo,,"goad, incite",
1027,gate,,liver,
1028,gate-gate,,marbles,
1029,gau,,cigarette paper,
1030,gaueuno,,buttocks,
1031,gau-gau,,"work, trade",
1032,gauku,,vegetable,
1033,gawa,i,"troubled, cloudy, turbid, turbid water",
1034,gawaha,,durable wood,
1035,gawaya,,wild fruit tree,
1036,gawewe,,fifth generation ancestor,
1037,gawi,,"wave, becon",
1038,gege,,"sliver, small piece",
1039,gegegele,o,small bird of prey,animal
1040,gegouto,,"worry, nag, annoy",
1041,geha-kira-kira,,ignore,
1042,gehanga,,"yawn, gape",
1043,gehe,,"sand, rub off",
1044,gehuku,,liana,
1045,gehulahi,,glass,
1046,gele-gele,,"quarrel, tease, badger",
1047,gelewoutu,,wipe butt,
1048,gena,,"those, that",
1049,gena,DEM,"that, there",
1050,genanga,,"those, that",
1051,gendi,,ceramic bottle,
1052,gengika,,there,
1053,gengilye,,there above,
1054,gengino,,from there to here,
1055,genginohi,,from then on,
1056,gengoka,,there,
1057,genguku,,there below,
1058,geri,,brother in law,kin
1059,geri-doroua,,mans inlaws,kin
1060,gerongu,,"club, wooden cleaver",
1061,geto-getongo,,"all, one by one",
1062,getongo,ma,every,
1063,geugegouto,,worry,
1064,geugewe,,chew,
1065,geuhihi,,seed,
1066,geuletiti,,smallest finger,body part
1067,geurehi,,yaws,
1068,geurenge,,rattle,
1069,geurewoto,,scattered,
1070,geutefata,,raft,
1071,geutehata,,raft,
1072,ge-weui,,chew sugar cane,
1073,giama,nanga,"hand, arm, forefoot",body part
1074,giau,o,drinking coconut,food
1075,giete,,laughed at,
1076,gigabu,,wild banana,plant
1077,gigan,,"fresh, new, unripe",
1078,giganga,o,wild lemon,plant
1079,gigima,,fun after a feast,
1080,gigini,,"nurse, raise, feed",
1081,gigoro,ho,"talk, make noise, be quiet!",
1082,gihe-giheune,,obey,
1083,gihini,,seed corn,plant
1084,gihoro,,"grind, abrasive",
1085,gihouro,,horseradish,food
1086,giki-loa,,warewolf,
1087,gikiri,,spirit,
1088,gila-gila,ho,to continue,
1089,gilaongo,,female slave,
1090,gilianga,,"break, unfurl",
1091,gilidanga,,blue bottlefly,animal
1092,gilili,,skin disease,
1093,gilio,ho hi,"return, bring back",
1094,giliri,,"praise, honor",
1095,gilitopa,o,wild casava tree,plant
1096,giloi,,to smooth,
1097,gilya-gilyaka,,married people,
1098,gilyaka,,marry,
1099,gina,,"load, cargo, contents",
1100,gineune,o,small bird,animal
1101,giniki,,drive away,
1102,ginitara,,light,
1103,ginogi,,poisonous fish,fish
1104,giofiki,,sour,
1105,giohiki,,sour,
1106,gioko,,sleep,
1107,giopu,,dragnet,
1108,gipirini,o,k o snake,animal
1109,giranga,,posts,
1110,giria,ma,"frequent, it's cloudy",
1111,giriri,,"praise, glory, honor prize",
1112,gitaamoko,,dawn,
1113,gitaoa,,"heaven, sky",
1114,gitifiri,,"fingernails, toenails, claws",
1115,gitihiri,,"fingernails, toenails",
1116,gito,o,coconut beetle,animal
1117,giunu,,hide someone,
1118,giwe,,waterfall,
1119,giwi,,"move, shake",
1120,go,,growth,
1121,go,,"fresh, not finished, unfaded",
1122,goa,o,"lower end stem, base, stump",plant
1123,goaha,,ebb,
1124,goana,,"watch, wait for",
1125,gobe,,stalk,
1126,gobu,,pick up,
1127,gobubulu,i,bubble,
1128,gobuhu,o,cockroach,animal
1129,gocela,,cluster,
1130,goduru,o,"young man, youth",
1131,gofa,,"club, bludgeon",
1132,gofau,,k o small fish,fish
1133,gofelanga,o,"bedbug, crab louse",animal
1134,gofi,,flat,
1135,gofo,,wash hair in coconut milk,
1136,gofoanga,o,sago baking mold,food
1137,gofu-haerani,,weed,
1138,gogaha,,character,
1139,gogahoko,,request,
1140,gogahu,,livelihood,
1141,Gogaili,o,river South of Labi-Labi,
1142,gogaka,,"maybe, perhaps",
1143,gogama,i na,"shiver, cold, fever",
1144,gogarade,,carving,
1145,gogata,,fourth part,
1146,gogatahiki,,soft,
1147,gogehe,,rub,
1148,gogele,,"challenge, vex, taunt, slander",
1149,gogeulewoto,,toilet paper,
1150,gogeure,,"live, stay",
1151,gogeurebongo,,"irresponsible, foolish, half wild",
1152,gogeurena,,cushion,
1153,gogihoro,,wash basin,
1154,gogihouro,,grindstone,
1155,gogilio,,returning,
1156,gogiloliti,,encircle,
1157,gogilyaka,,married people,
1158,gogingi,,grimace,
1159,gogioko,o,k o plant,plant
1160,gogirimanga,,"cork, stopper",
1161,gogitihiri,,plant,plant
1162,gogo,nanga,body hair,body part
1163,gogo,nanga,"feather, body hair",body part
1164,gogobu,,"crowd of people, meeting",
1165,gogogama,,fever,
1166,gogogeure,,"dwelling, residence",
1167,gogohara,,stick,
1168,gogohihi,,orphaned,
1169,gogohiki,,water,
1170,gogoko,,exhort,
1171,gogoli,,metal bracelets,
1172,gogoloko,,hoop,
1173,gogono,ha,hide,
1174,gogonoko,,sternum,body part
1175,gogori,,shell,
1176,gogoru,,"love, compassion",
1177,gogoru,,invite,
1178,gogouno,,"put away, keep, hide",
1179,goguho,,soap tree bark,
1180,goguhu,,cockroach,
1181,goguhulo,,ficticious bird,
1182,goguhulu,,red ant,
1183,goguhumutu,,banana,
1184,goguhumutu,o,beach bird,animal
1185,goguiti,,"scoop, bailer",
1186,gogule,,toy,
1187,gogurati,ma,yellow,color
1188,gogurumini,,lance,
1189,gogutuku,,rice crop,
1190,goguwini,,light,
1191,goha,,beat,
1192,goha,,calming sea,nautical
1193,goha,,"club, bludgeon",
1194,gohaka,,boil,
1195,gohara,,beat,
1196,gohau,,k o small fish,fish
1197,goheba,o,small osprey,animal
1198,gohelanga,,bedbug crab louse,
1199,gohi,o,egg,food
1200,gohihi,,orphan,
1201,goho,,wash hair with coconut,
1202,gohoanga,,sago baking pan,
1203,gohomanga,o,crocodile,animal
1204,gohora,,nutmeg,
1205,gohotouro,,house,
1206,gohotouro,,leech,
1207,gohotouro,,green parrot,
1208,gohumutu,,stick into,
1209,gohungiri,,sea grass,
1210,goi,,tree,
1211,goko,,"maize, corn",
1212,goko,,river,
1213,goko,,buy,
1214,gola,,large stones,
1215,gole,,cleaver,
1216,golebo,,wind gusts,
1217,goli,ha,bite,
1218,golioa,,plant,
1219,golongi,,"band, hoop",
1220,golupu,,dagger,
1221,golyoa,,fallow garden,
1222,gomako,,split bamboo,
1223,gomanga,,full,
1224,gomangau,,spirits of the dead,
1225,gomateure,,sorcerer,
1226,gomoanga,,liana,
1227,gomolo,,plant,
1228,gomona,,"gnat, mosquito",
1229,gomouno,nanga,eyeball,body part
1230,gomuku,,sore,
1231,gomuku,,"ripe, mature",
1232,gonauna,,"worms, maggots",
1233,goneune,,notch,
1234,goni,,"sail cloth, sacking",
1235,goobe,,plant,
1236,goodoungo,,"strangle, pinch",
1237,gookoko,,"bank, shore",
1238,gookoro,,band,
1239,goopuunu,,"meal, flour",
1240,gopoa,,pour,
1241,goraka,,"lift, carry",
1242,gorangoto,,shark,
1243,goreuhe,,cry,
1244,gori,ha,"bore, drill",
1245,gorida,,grindstone,
1246,goriki,,clearsighted,
1247,goriki,,"find, obtain",
1248,goro,o,rubber,
1249,goro,o,rubber springs (on a spear gun),hunting
1250,goroana,,deer paths,
1251,goro-goro,,milksap,
1252,goro-goro,o,sticky rice,food
1253,goro-goro,o,taro,plant
1254,goroho-kaha,,petroleum,
1255,gorohutu,nanga,"eyebrow, k o tree",body part
1256,goroko,o,owl,animal
1257,gorona,ma,middle,
1258,goronaka,ma,"insides, contents",
1259,gorouhau,,judgement,
1260,gorua,,deep bay,
1261,gorua,,fish,
1262,gota,o,"wood, firewood, tree",plant
1263,gotoauka,o,white parrot,animal
1264,gotoaura,,rumpsteak,
1265,gotola,o,white parrot,animal
1266,gou-goungu,,alike,
1267,goungu,,"real, true",
1268,gouru,,"scrotum, balls",body part
1269,gua-bebe,,balsam,
1270,guai,,mango,food
1271,guapo,,fine grain,
1272,guawe,o,mango,food
1273,guba,,curtain,
1274,gubadi,i,left,
1275,gububulu,i,fill with water (by being held under water),
1276,gudoti,o,war,
1277,gudu,,far,
1278,gududi,,rash,
1279,guewa,o,k o mussel,animal
1280,gufuku,o,pig louse,animal
1281,gufuru,o,fly,animal
1282,gugu,o,sea eel,fish
1283,guguia,o,small red handkerchief (used by women to cover their breasts),
1284,guguli,,trumpet,
1285,gugumu,ma,"coccyx, tail",body part
1286,gugutu,nanga,armpit,body part
1287,guha,o,mould,
1288,guhu,o,"hole, pit",
1289,guhuru,o,fly,animal
1290,guihi,ya,stream,
1291,guiti,ho ma,bail,nautical
1292,guju,,"bury, put away",
1293,gula,,liquid sugar,food
1294,gule,,song play,
1295,gule,,play alone,
1296,gule,,bead,
1297,gule-gule,,rice porridge,
1298,gule-gule,o,necklace,
1299,gulelanga,o,k o parrot,animal
1300,gulero,,"skillful, skilled",
1301,gulubenge,o,k o wild areca palm,plant
1302,gului,o,tail,body part
1303,gului-tubo,o,k o small snake,animal
1304,gulupoa,ho,overflow with water,
1305,gulura,ha,split (into small pieces),
1306,guma,o,fish hook,tool
1307,gumalya,ho,"permit, consent",
1308,gumemene,o,chicken louse,insect
1309,gumi,o,moustache,body part
1310,gumi-lamo,o,python,animal
1311,gumini,o,"sweet potato, creeping plant",food
1312,gumuruku,,"side, oblique",
1313,guna,,love potion,magic
1314,gunehanga,,resin,
1315,gunu,,torch soot,
1316,gura,,island,
1317,gurabati,,shrub,
1318,gurama,,tree,plant
1319,gurati,,gold,
1320,gurati,ma,yellow,color
1321,guri-guriti,,laced up,
1322,guri-guriti,o,small black bat,animal
1323,guriti,o,string,
1324,guroko,,"snore, grunt",
1325,gurubabo,,trap,
1326,guruhe,,"swarm, hordes",
1327,gurumini,,"reflection, shaddow",
1328,gurupe,,"swarm, hordes",
1329,gurutu,ma,"long, length",
1330,guti,ho ma,descend,
1331,guti,o,scissors,
1332,gutugete,o,k o freshwater fish,fish
1333,gutuku,,gather,
1334,guuhuru,,wasp,animal
1335,guwini,,light,
1336,haaka,o,silver,
1337,haara,,hole,
1338,haba,,"get loose, tear, rip",
1339,habanere,,visible on the sea bottom,
1340,habarang,,something,
1341,habatana,,large rush mat,
1342,habeba,o,loin cloth,
1343,habeloro,o,k o small yellow snake,animal
1344,habeta,o,coconut beetle,animal
1345,habeuleko,,let a word slip out,
1346,habi,,"pair, set",
1347,habirotaka,,starve,
1348,habo,,"part, prey",
1349,habongo,o,flat basket,
1350,hadaka,,"gift, alms",
1351,hadaria,,k o waistcoat,
1352,hadi,,Sunday,
1353,hadorari,,attack,
1354,haeke,manga,head,body part
1355,hafini,,,
1356,hafuru,,sister in law,
1357,hagaga,,yelling encouragement,
1358,hagago,,sharp smell,
1359,hagarara,o,"finger, toe",body part
1360,hago,,"forked, split",
1361,hahahaka,,"unripe, sour",
1362,hahakara,,hair point above forehead,
1363,hahalebiti,,slanting,
1364,haharu,i,"current, flow",
1365,haharu,o,mortal combat,
1366,hahauo,,wrapper,
1367,haheure,,spy upon,
1368,hahi,,"swear, swear an oath",
1369,hahini,i na,hungry,
1370,haho,,stack,
1371,hahoreune,,cockscomb,
1372,hahura,i,"shiver, tremble, shake",
1373,hahuru,o,sister in law,kin
1374,haibauru,,prepare,
1375,hai-haili,,flutter,
1376,haika,ha,"take away, remove",
1377,haili,,"blow away, fly away",
1378,hailoa,ma,"nice, pretty, beautiful",
1379,haino,ha,bring here,
1380,hai-regu,,divide,
1381,hairi,,visible on sea bottom,
1382,haiti,ho,dig,
1383,haiwateuki,,sleepless,
1384,hajali,,"agreement, promise",
1385,haka,ha,peel,
1386,hakadoru,,ramrod,
1387,haka-honyinga,,remind,
1388,hakai,ho,"cook, kitchen, cooking",
1389,hakaru,,stone,
1390,hakaura,,spear,
1391,haka-waro,,inform,
1392,haketa,o,tree,plant
1393,haki,ma,"fat, delicious",
1394,hakihi,o,witness,
1395,hakiloro,o,k o large shrimp,animal
1396,hakimu,,"judge, court",
1397,hakiri,,"legendary, folk",
1398,hakola,,sash,
1399,hakola,o,school,
1400,hakoro,ha,to make a k o wicker,
1401,hakoto,ha,straighten out pandanus leaves,
1402,haku,,"right, ownership",
1403,hakulu,ha,"boil, stew",
1404,hakuru,ma,"bunch, hand of bananas",
1405,hakuta,,"maintain, care for",
1406,halabiana,o,megapode bird,animal
1407,halaeta,o,fishing line leader,fishing
1408,halaha,o,Tuesday,time
1409,halalenge,o,impurity,
1410,halamata,,"supernatural, heavenly",
1411,halamati,,"welfare, happiness",
1412,halamburung,,bird nest,
1413,halapa,o,fish carrying net,fishing
1414,hale,o,k o tree,plant
1415,halebiti,,slanting,
1416,haledo,i,half dead (of fish),
1417,hali,,expensive,
1418,hali,,bad,
1419,hali,,fishing rod,
1420,hali,,"lawsuit, dispute",
1421,halibiru,ho,"oppose, contradict, resist",
1422,halila,o,wild citrus fruit,plant
1423,halimuli,,k o tree,plant
1424,halingohu,,must,
1425,halipi,,walls,
1426,halopa,,metal areca box,
1427,halu,,village stamp,
1428,haluanga,,"earth friut, liana",plant
1429,haluara,,trousers,
1430,haluhu,,answer,
1431,halulunu,,feel,
1432,hamaka,o,watermelon,plant
1433,hamana,,outrigger,nautical
1434,hamanemo,,"hit, strike",
1435,hamata,,arenpalm leaf ribs,
1436,hamehi,,tanning a net,
1437,hamihi,o,Thursday,
1438,hamooko,,collarbone,
1439,hangaimi,,use finger to induce vomiting,
1440,hangaini,,remove,
1441,hangaji,ma,district head,
1442,hangali,,"repay, return service",
1443,hangate,,banana,
1444,hange,NUM,three,num
1445,hange-hona,,cry of surprise,
1446,hangeru,,festive procession,
1447,hangeru,,sneeze,
1448,hangihara,ma,"pain, ache, illness",
1449,hangkole,,sago package,
1450,hangkura,o,land tortise,animal
1451,hango,,answer,
1452,hango-hango,o,k o large fish,fish
1453,hangoka,,March,
1454,hangole,,all the more,
1455,hangu,,"pay, satisfy",
1456,hangu-hangu,o,,fish
1457,hangunu,,"pay, satisfy",
1458,hanguru,,snort,
1459,hanitiata,,without  topping,
1460,hanongo,,female grandchild,
1461,hao,,"widow, then",
1462,haoko,,bring seaward,
1463,hapaka,,stones throw,
1464,hapela,,crotch of trousers,
1465,hapi,o,cow,
1466,hapitu,,also,
1467,hapongo,,come,
1468,hara,,also,
1469,hara,,"turn, time",
1470,hara,,a number of roofing leaves,
1471,harabaka,,splash,
1472,hara-hara,,"all, one by one",
1473,haraka,,crossbeams,
1474,haram,,"unclean, forbidden",
1475,harana,,wounded,
1476,harangoto,,banana,
1477,harapa,,rash,
1478,harara,,rake,
1479,harati,,charm,
1480,haratu,,coin,
1481,harau,,dried above the fire,
1482,harawodeke,o,wood lizard,animal
1483,haremi,,shoulderblade,
1484,harene,,"board, ascend",
1485,hareuhe,,spread of fingers,
1486,hari,,knot net,
1487,harigana,,roof vent,
1488,harita,ha,"to notch, net mending needle",fishing
1489,harongo,ha,"broil, roast",
1490,haropu,,diarrhea,
1491,haru,,"pressing request, persistent",
1492,haruawanga,,edible plant,
1493,harumu,,"sheath, case",
1494,hasil,ma,yield,
1495,hatamu,,cut,
1496,hatenga,,half,
1497,hatera,,"wild, savage",
1498,hateru,,"work, labor",
1499,hatobu,o,tree,plant
1500,hatoli,,almost,
1501,haturu,o,enemy,
1502,hau,,,
1503,hauku,ma,"warm, heat",
1504,hauo,,"wrap, pack",
1505,hauraro,,solid lava,
1506,hauru,,"feel, grope",
1507,hawa,,lewd,
1508,hawa,,renovate,
1509,hawaho,,"know, acquainted",
1510,hawakata,,stomach illness,
1511,hawana,,"fear, dislike",
1512,hawateri,,"uneasy, worry",
1513,haweko,,"basin, bowl",
1514,hawoa,,banana,
1515,hawuaba,,beach,
1516,hayanga,,compassion,
1517,hea,,foolish,
1518,hebiti,,uneven,
1519,hedu,,jest,
1520,hegala,,all,
1521,hehega,,skin disease,
1522,hehehera,o,broom,
1523,heheli,,drain,
1524,hehene,o,tree,plant
1525,hehengi,,lance,
1526,hehera,ho ma,"sweep, dust",
1527,hehoto,ha,press together,
1528,hehutu,,late,
1529,hekafu,,"completely, entirely",
1530,hekata,nanga,wife,kin
1531,heki,o,tree,plant
1532,hekono,,"bare, naked",
1533,hela,,prahu parts,nautical
1534,hele,,slip,
1535,helehuku,,square bottle,
1536,helekono,,seperated spouse,
1537,helenga,,open,
1538,heleta,,sago beating,
1539,heleuru,,pull out,
1540,helewati,,banana,plant
1541,helewo,o,stone,
1542,heloro,,"move, turn",
1543,helotu,,lock,
1544,heluku,,joke,
1545,hemo,,palm,plant
1546,hemoro,ma,"sweet, delicioius",
1547,hena,,slim,
1548,hene,,turtle,
1549,heneni,o,Monday,time
1550,heneoara,,spirit of the dead,
1551,henge,,strap pack,
1552,hengi,,cent,
1553,hengo,,half roasted,
1554,heoko,,turned over,
1555,heoto,ho,draw palm wine,food
1556,hepa,,catch,
1557,hepa-hepa,,play catch,
1558,hepata,o,"aren palm, sugar palm",plant
1559,hepe,,ceramic pot,
1560,hepeli,,"flag, pennant",
1561,hepi,,slanting,
1562,heran,,"surprised, amazed",
1563,hereko,,border,
1564,hero,,fish,fish
1565,hero,,"grow, shoot up",
1566,hero-hero,,net fish trap,
1567,hetang,,devil,
1568,hetongo,ha,"say, name",
1569,hewa,o,"wages, rent",
1570,hewana,ha,strip bark,
1571,hewana,i,"wide open, gape, to open, to separate",
1572,hewelanga,,shut with a swivel,
1573,hi-,vpf,"causative verbal prefix, valence-increasing",
1574,hiado,PART,"till, untill",
1575,hiado-adono,,"long, many years",
1576,hiadono,,"till, until",
1577,hiadono,PART,"reach, attain",
1578,hiaga,,crest of white parrot,
1579,hiaha,,"impose, insist",
1580,hiaha,,old tuber,
1581,hia-hia,,shout for joy,
1582,hia-hia,,water scoop,
1583,hiahu,,earth fruit,plant
1584,hiahumu,,"repair, mend",
1585,hiahutuhu,,k o wild plant,plant
1586,hiake,,lean,
1587,hiamuru,,ceremony,
1588,hiangi,,underlayer,
1589,hiangkali,,decieve,
1590,hiani,,young deer horns,
1591,hiapoto,ma,"quick, fast",
1592,hiara,,hang down,
1593,hiarene,,threaten,
1594,hiata,,draw out,
1595,hiba,,small green parrot,animal
1596,hibaaeri,,floating,
1597,hibahuku,,make an axe,
1598,hibaiti,,bury,
1599,hibaja,,flatter,
1600,hibaju,,jacket,
1601,hibajuli,,gamble away,
1602,hibakau,,pay,
1603,hibakau,,pay,
1604,hibaki-bakiti,,"wrestling, rolling",
1605,hibaki-bakiti,,"wrestling, rolling",
1606,hibaku-baku,,pitch,
1607,hibaku-baku,,pitch,
1608,hibalyanguku,,get in the dark,
1609,hibalyanguku,,get in the dark,
1610,hibanga,,bury,
1611,hibanga,,bury,
1612,hibangu,,pay,
1613,hibangu,,pay,
1614,hibarakati,,blessing,
1615,hibarakati,,blessing,
1616,hibarene,,load,
1617,hibarene,,load,
1618,hibarihi,,make fly,
1619,hibarihi,,make fly,
1620,hibata,,jump up,
1621,hibata,,jump up,
1622,hibatingi,,make boundary,
1623,hibatingi,,make boundary,
1624,hibatongo,ho ma,"rest, wait, stay",
1625,hibatongo,ho ma,"rest, wait, stay",
1626,hibau,,repair,
1627,hibau,,repair,
1628,hibehehongo,,give command,
1629,hibehehongo,,give command,
1630,hibelaono,,take provisions,
1631,hibelaono,,take provisions,
1632,hibelelaka,,make thin,
1633,hibelelaka,,make thin,
1634,hibeloho,,put in stake,
1635,hibeloho,,put in stake,
1636,hibeneto,,work o neself through,
1637,hibeneto,,work o neself through,
1638,hibilipere,,shake off,
1639,hibilipere,,shake off,
1640,hibilono,,dry coconut leaves,
1641,hibilono,,dry coconut leaves,
1642,hibitara,,talk it over,
1643,hibitara,,talk it over,
1644,hibiti,,cup,
1645,hibiti,,cup,
1646,hibito,,cut thru,
1647,hibito,,cut thru,
1648,hiboa,,"get, fetch",
1649,hiboa,,"get, fetch",
1650,hiboaka,,cry out,
1651,hiboaka,,cry out,
1652,hibobeto,,swear,
1653,hibobita,,impose a command,
1654,hibohono,,love,
1655,hibohoro,,give in anger,
1656,hibooteke,,split in,
1657,hiboto,,prepare,
1658,hibuhukuku,,give birth,
1659,hibula,,"divide, portion",
1660,hibunyafo,,decieve,
1661,hiburu,,tree,
1662,hibututu,,pin up,
1663,hida,,look,
1664,hida,,small roof patch,
1665,hidaaere,,blame,
1666,hidabawa,,"disparage, disdain, despise",
1667,hidabi,,consider,
1668,hidadi,,create,
1669,hidagali,,go to do,
1670,hidaharongo,,sticklefish,
1671,hidahe,,scout,
1672,hidahe-dahe,,spies,
1673,hidailako,,keep track o f,
1674,hidaloko,,wind,
1675,hidana,,tame,
1676,hidanga,,"strait, narrows, passage",
1677,hidangi,,set down on a tree,
1678,hide,ma,bamboo sprouts,food
1679,hidete,o,"sail, to sail, navigate, upper boom, lower boom, to unfurl the sail",nautical
1680,hidimoaka,,deny,
1681,hiduru,,steer,
1682,higaga,,mock,
1683,higojo,,slander,
1684,hiha,,loin cloth,
1685,hihanga,,lost,
1686,hihi,,"hot, prickly, stinging",
1687,hihika,,"thorn, towel, handkerchief",
1688,hihipouku,,house lizard,
1689,hihiri,o,mosquito,animal
1690,hihoi,,enchantment,
1691,hihu,,mend,
1692,hika,,"wipe, dry",
1693,hikagoro,ho ma,decide,
1694,hikerufu,,screw,
1695,hila,,sailfish,
1696,hilidoro,o,k o bird,animal
1697,hilo,,resin,
1698,hiloana,,garfish,
1699,hilo-hiloto,,horseradish,
1700,hinga,,lion,
1701,hinianga,,k o wood,
1702,hininga,o,"understanding, thought, mind, heart, to be fond of",
1703,hinoto,NUM,two,
1704,hiode,o,"meat, side dish",
1705,hio-hio,,old,
1706,hioriki,ha,"understand, know",
1707,hioru,ho ma,paddle,nauticalical
1708,hira,ma,"in the beginning, to be the first, you go before me",
1709,hiranga,nanga,opposite-sex sibling,kin
1710,hiri,i na,"to be sick, pain, difficult, difficult for me, kidney",body part
1711,hitakono,o,log,
1712,hitikano,o,,
1713,hiwala,o,k o banana,food
1714,hiwili,o,decoration on rim of habongo,weaving
1715,hiwo,NUM,nine,num
1716,hiwu,o,k o fish net,fishing
1717,hlubota,,shrub,
1718,ho,PART,"rest, remainder",
1719,ho,PART,thus,
1720,ho-,PRO,"1i, we",
1721,ho-,PRO,1inc,
1722,hoaha,,whistle,
1723,hoana,ma,tribal village,
1724,hobata,EXC,sir,
1725,hobolo,,mumps,
1726,hobu,ho,beg,
1727,hofoko,,carry fruit,
1728,hogo,,pubic hair,body part
1729,hogoli,o,bamboo knife,
1730,hogoto,,steps in coconut tree,
1731,hohakai,,kitchen,
1732,hohe,,"open, expand",
1733,hoho,i,fly,
1734,hohoba,o,"trident, stab with a trident",fishing
1735,hohobo,o,stone jar,
1736,hohoko,ma,"fruit, flower",
1737,hohomo,,ghost,
1738,hohongo,o,"shadow (of things, not people), take shelter (under s t)",
1739,hohoru,,west,
1740,hoinapana,,gun,
1741,hoinapana,o,gun,hunting
1742,hoka,ha,wash (clothes),
1743,hoka,ma,leaf,plant
1744,hoka,PART,"as, like",
1745,hokana,i,fly out (of a tool from a handle),
1746,hokiki,o,k o spear (without a barb),hunting
1747,hokoganga,PART,like that,
1748,hokona,PART,like this,
1749,hokoto,o,fist,body part
1750,hokumu,ha,"pour out, decant",
1751,holano,,"beginning, origin",
1752,holete,ho,enter,
1753,holoa,ho,to give a small gift,
1754,holoi,i,more,
1755,holya,o,"war dance, to dance the cakalele",
1756,homa,,stutter,
1757,homoa,,"other, different, strange",
1758,homomara,,k o tree,
1759,homooko,,k o hardwood,
1760,homu,,troubled,
1761,honanga,,something,
1762,honenge,ha,die,
1763,hongana,o,"jungle, forest, Tugutil",
1764,hongara,,roast,
1765,hono,,basin,
1766,hononga,ma,"half, part",
1767,honotoko,,chisel,
1768,hopa,,hem,
1769,hopaya,,that,
1770,hopi,,"swear, curse",
1771,hopopo,,fine,
1772,hora,,"transport by canoe, contagious, chaff",
1773,horemati,,show respect,
1774,horene,,crow,
1775,hori,,lead,
1776,horogono,,neck hair of pig,
1777,horowai,,wild parsley,
1778,horowiri,,behavior,
1779,horu,,harden,
1780,hotumu,,exhausted,
1781,hou,ma,remainder,
1782,houramo,o,"mist, fog",
1783,houru,,medicine,
1784,howi,,measles,
1785,howono,,transgress,
1786,huba,,bride price,
1787,hubini,,musty,
1788,hude,o,plate,
1789,hudu,ho,whisper,
1790,huha,ha,"to be difficult, poverty, need",
1791,huhu,ma,"breast, to nurse (a child), to suck (the breast), nipple",body part
1792,huhugara,,shovel,
1793,huhukuno,,termite(?),
1794,huhupi,,blowpipe,hunting
1795,huhuru,,wild,
1796,hukara,,death feast,
1797,huku,,magpie,
1798,huku,,knot,
1799,hukunu,ha,sell,
1800,hulahi,o,k o herb,plant
1801,huloko,ha,order,
1802,huludi,,pinch s t,
1803,hululunu,,round,
1804,humu,o,well,
1805,humungu,,"nag, whine",
1806,hungi,,new,
1807,huo,o,heart,body part
1808,hupi,,shoot with blowpipe,
1809,hupu,ho,"go out, come out",
1810,hurabi,,porch,
1811,hurata,,letter,
1812,huri,,fruit blossom,
1813,hurono,,nostrils,
1814,huru,,k o fish,
1815,hurutu,,fish poison,
1816,hutu,ma,"night, dark",
1817,hutuani,,moment,
1818,hutulu,i,a little,
1819,huwa,,roar of flame,
1820,huwiha,,trumpet,
1821,huyu,,smoke,
